Utterance,Intent,Category 1,Category 2,Category 3
输入您的提示答案（即您现有的第一密码）,什么是提示答案,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS First Password_Features
输入您的提示答案 （即您现有的第一密码[若您尚未设定提示问题及答案]） 详情emorable answer / 提示答案,什么是提示答案,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS First Password_Features
输入您的提示答案 （即您现有的第一密码[若您尚未设定提示问题及答案],什么是提示答案,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS First Password_Features
输入你的提示答案？是当时办理账户留下的提问吗。女士,什么是提示答案,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS First Password_Features
输入密码第 一、 二 和 三 位数 （即您现有的第二密码） 详情。这是什么意思,什么是个人网上理财密码,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS Second Password_Features
输入两次保安编码，显示已达到输入安全认证资料的最大允许尝试次数。,如何重置所有个人网上理财的登录信息,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS Offline Password_Reset
输入了你的流动保安编码器的密码 ，再按‘获取保安编码’,如何通过流动保安编码获取保安编码,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Soft Token_Security Code
输入交易账号，然后输入密码，获取到了交易安全码，但输入提示不对,我需要完成交易，应该如何获取交易安全码,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Security code
输入交易安全码的时候输了两次提示错误,我需要完成交易，应该如何获取交易安全码,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Security code
输入第一密码之后资料就消失了，然后又再次要求输入，重复了多次之后还是这样,登录时出现GSA error信息该怎么办,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS_Others
是密码器提供的密码错误,如何获取保安编码,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Security Code
是否可以输入第一密码代替提示问题答案,什么是提示答案,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS First Password_Features
是不是流动保安编码器申请比较快一点？,保安编码器与流动保安编码有什么区别,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Soft Token_Features
是不是浏览器也有要求呢,登录时出现GSA error信息该怎么办,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS_Others
是不是可以换成流动保安密码,如何激活流动保安编码,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Soft Token_Application
是不是保安编码器就不能用了,我的保安设备无法使用，应该怎么办,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Others
是，保安编码器显示fail2,如何解决有关保安编码器密码的问题,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Password
使用保安编码器登入只要输入密码还是要记住最后记录的这个保安编码？,如何使用保安编码器或流动保安编码，登录个人网上理财,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS_Others
什么是提示答案？,什么是提示答案,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS First Password_Features
什么是交易保安编码,我需要完成交易，应该如何获取交易安全码,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Security code
什么是第一密码？,什么是提示答案,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS First Password_Features
什么时候必须要用到保安密码器,登录个人网上理财的2种方式是什么,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS_Others
申请了保安编码器不能启动打电话去忘了密码,收到实体保安编码器之后，我需要做什么,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),PIB_Hard Token_Activation
申请更换低电量的保安编码器,我可以通过电话申请保安编码器吗,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),PBS_Hard Token_Replacement
设置时需要交易密码，是用保安密码器出来的密码吗？,如何获取保安编码,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Security Code
设置交易限额的时候，提示密码器输入的密码超限，账号被锁住了。,连续输入错误的保安编码导致服务被暂停使用，我应该怎么办,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Security Code
上个月申请了新的编码器，我在国内，还未收到。如何设立双重密码？,我没有收到保安编码器，应该怎么办,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Application
如何重新下载手机银行流动保安密码?,如何将流动保安编码转移到我的新设备,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Soft Token_Deactivation
如何重新ACTIVATE我的保安编码器啊,如何激活保安设备,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Activation
如何在保安编码器上面登入网上理财？,如何使用保安编码器或流动保安编码，登录个人网上理财,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS_Others
如何网上申请密码器？,我需要使用个人网上理财，如何申请保安设备,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Application
如何透过网上理财重设保安编码器开机密码？,如何重置我的实体保安编码器密码,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),PIB_Hard Token_Password
如何申请新的网上密码编码器,我需要使用个人网上理财，如何申请保安设备,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Application
如何申请新的保安编码器？,我需要使用个人网上理财，如何申请保安设备,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Application
如何申请替换保安编码器,我需要使用个人网上理财，如何申请保安设备,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Application
如何申请恢复实体保安编码器,我可以通过个人网上理财将流动保安编码更换为实体保安编码器吗,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),PIB_Soft Token_Switch
如何启动保安编码器，,如何激活保安设备,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Activation
如何解锁保安密码,我的保安编码器被锁了，应该怎么办,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Security Code
如何获取保安编码器,我需要使用个人网上理财，如何申请保安设备,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Application
如何更换新的保安密码器？,我需要使用个人网上理财，如何申请保安设备,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Application
"如果我的保安编码器坏了,我能否到分行当天解锁网上理财 和取得保安编码器吗?",我可以通过电话申请保安编码器吗,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),PBS_Hard Token_Replacement
如果忘记保安编码器密码，那如何找回,如何重置保安编码器密码,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Password
如果保安密码器的电池没有了，还可以改用流动保安密码器吗？,我可以通过电话申请保安编码器吗,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),PBS_Hard Token_Replacement
如果保安编码器不能用了，应如何做？,我的保安设备无法使用，应该怎么办,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Others
让设置保安编码器密码,如何设定保安编码器密码,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Password
请问在网上登记网上理财要不要输入SMS一次性密码?因手机不在身边,如何注册个人网上理财,Personal Internet Banking (PIB),PIB Registration,PIB Registration_Step
请问一下，我得网上理财是否被锁定了,我的个人网上理财被锁定，应该怎么办,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS_Others
请问修改网上理财密码后什么时候才生效？,我已重置登录信息/登录信息和安全设定，这些信息何时生效,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS_Others
请问新增转账户头资料时，要求输入交易保安密码,我需要完成交易，应该如何获取交易安全码,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Security code
请问新增帐户如何输入保安密码？因为找不到提示,我需要完成交易，应该如何获取交易安全码,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Security code
请问我用双重密码登录网上银行后，为何查看股票投资的账户详情时候要求我输入编码器的密码？,登录个人网上理财的2种方式是什么,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS_Others
"请问我的保安编码器第一次输入错误，显示FAIL,如何恢复？谢谢",如何解决有关保安编码器密码的问题,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Password
请问忘记保安编码器密码怎么办,如何重置保安编码器密码,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Password
请问提示问题 和 密码的区别及用途,重置/更改密码后无法登录个人网上理财，该怎么办,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS_Others
请问提示答案是什么意思.我姓侯,什么是提示答案,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS First Password_Features
请问是否在 登入-个人网上理财" 的位置登入？,如何登录个人网上理财,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS_Others
请问可以重新设置密码器密码吗，我的密码器被锁死了,如何重置保安编码器密码,Personal Internet Banking (PIB),Hard Token or Soft token (MSK),Hard Token_Password
请问可否同时申请用保安编码器及不用保安编码器登入网上理财?,我可以设置两种个人网上理财登录方式吗,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS_Others
请问个人网上理财登陆，是不是提示答案和保安编码同时输入？,如何登录个人网上理财,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS_Others
请问登入网上理财后，怎样更改登入密码？,如何更改网上理财登录信息,Personal Internet Banking (PIB),PIB Logon (SaaS),SaaS Online Password_Reset
